customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_policy_active,months_since_last_claim,current_claim_amount,total_claims,total_claims_amount,customer_lifetime_value
VL97142,Oregon,Associate,Employed,Male,68507,Rural,Married,Agent,Basic,Personal,SUV,Midsize,110,20,5,2161,2,3178,-978
VM13430,Oregon,Bachelor,Employed,Female,79090,Urban,Married,Branch,Basic,Corporate,SUV,Midsize,107,24,2,1807,3,3127,-559
VM51572,Washington,Bachelor,Employed,Male,54289,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,62,59,32,1729,3,3109,549
VM53683,Nevada,Bachelor,Employed,Female,78804,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,71,69,35,1094,3,2502,2397
VM66678,Oregon,High School,Employed,Female,81872,Rural,Married,Web,Premium,Personal,Four-Door Car,Midsize,115,46,10,1261,2,2191,3099
VM69145,California,Associate,Employed,Female,25680,Urban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,73,39,10,1869,2,2364,483
VM84548,Washington,High School,Employed,Male,99845,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,110,36,23,1692,3,2664,1296
VM89271,Arizona,High School,Employed,Male,26262,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Small,97,29,6,1890,2,2552,261
VM92311,Arizona,High School,Employed,Female,89129,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,64,50,24,1343,3,3191,9
VN22337,California,Associate,Employed,Female,83869,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,81,29,10,1950,2,2774,-425
VN27419,Oregon,High School,Retired,Female,11828,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Large,90,38,18,1103,2,1855,1565
VN37592,Arizona,High School,Employed,Male,50332,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,72,15,2,1713,2,2741,-1661
VN44400,California,Associate,Employed,Female,86073,Urban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,70,35,2,1373,3,2559,-109
VN59368,California,Associate,Employed,Female,72608,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,82,41,26,1431,2,2129,1233
VN79010,California,High School,Employed,Female,51179,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,71,24,10,1473,2,2219,-515
VO25412,Washington,Master,Employed,Female,37520,Rural,Married,Agent,Basic,Special,Two-Door Car,Midsize,74,45,21,1345,2,2243,1087
VO25602,Nevada,Associate,Employed,Female,98701,Rural,Married,Branch,Extended,Personal,Four-Door Car,Small,94,46,22,1137,2,2166,2158
VO25938,Oregon,Bachelor,Employed,Male,25998,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,32,16,2165,2,2952,-680
VO29645,Oregon,High School,Medical Leave,Male,12430,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,73,37,22,1532,2,2419,282
VO30155,Nevada,High School,Employed,Male,85447,Suburban,Single,Branch,Basic,Corporate,Four-Door Car,Midsize,71,54,23,2068,2,2997,837
VO36036,Oregon,Doctoral,Employed,Female,28248,Suburban,Single,Branch,Extended,Personal,Four-Door Car,Small,90,43,25,1215,2,2171,1699
VO38365,Washington,Associate,Employed,Female,90125,Rural,Married,Branch,Basic,Corporate,SUV,Midsize,110,32,1,1342,4,3100,420
VO43359,California,High School,Employed,Male,62488,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,62,47,35,1787,3,3689,-775
VO61192,Oregon,High School,Employed,Male,42433,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,85,44,28,2241,2,3000,740
VO78441,Washington,Master,Medical Leave,Female,19464,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Small,84,37,10,1158,2,1783,1325
VO84133,California,High School,Employed,Male,40361,Rural,Married,Branch,Extended,Personal,Four-Door Car,Midsize,98,39,3,1864,2,2693,1129
VO87159,Oregon,High School,Employed,Female,69240,Urban,Single,Branch,Basic,Personal,Luxury SUV,Midsize,194,34,16,1958,2,2983,3613
VO87785,Arizona,Associate,Employed,Female,26480,Suburban,Divorced,Call Center,Basic,Personal,Two-Door Car,Midsize,63,45,13,1043,3,2013,822
VO94890,Oregon,Associate,Employed,Male,90263,Suburban,Married,Web,Basic,Personal,Two-Door Car,Midsize,74,29,17,2431,2,3580,-1434
VP13613,California,Bachelor,Employed,Male,65404,Urban,Married,Branch,Extended,Personal,Four-Door Car,Large,99,42,16,1732,2,2628,1530
VP48253,Arizona,High School,Employed,Male,41186,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,70,36,15,1923,3,3395,-875
VP55618,California,Associate,Employed,Male,32330,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Midsize,79,34,16,1942,2,2797,-111
VP57424,Nevada,Bachelor,Employed,Female,55873,Urban,Married,Agent,Extended,Personal,Four-Door Car,Small,88,60,30,1888,2,2757,2523
VP57785,Oregon,Associate,Medical Leave,Female,12964,Suburban,Single,Web,Basic,Personal,Two-Door Car,Midsize,65,20,2,1243,2,2014,-714
VQ20924,Arizona,High School,Disabled,Female,19794,Suburban,Married,Agent,Extended,Corporate,Two-Door Car,Large,93,49,24,1168,2,1631,2926
VQ47100,Washington,High School,Employed,Female,67436,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,61,34,6,1292,3,3400,-1326
VQ48245,Washington,Master,Employed,Female,77882,Suburban,Married,Web,Extended,Personal,Four-Door Car,Small,79,43,17,1321,2,1791,1606
VQ53427,California,Associate,Medical Leave,Male,21855,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,74,35,21,1610,3,2860,-270
VQ57815,Oregon,Doctoral,Employed,Male,61246,Rural,Married,Branch,Basic,Personal,Sports Car,Midsize,110,57,24,1749,4,3768,2502
VQ72305,California,High School,Employed,Male,21542,Suburban,Married,Branch,Basic,Special,Sports Car,Small,103,36,18,1617,2,2410,1298
VQ76590,Arizona,Bachelor,Retired,Male,22828,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,106,45,11,1837,2,2817,1953
VQ82774,California,Master,Retired,Female,19614,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Midsize,85,42,21,1145,2,1664,1906
VQ97965,Oregon,Bachelor,Employed,Female,73643,Rural,Single,Agent,Extended,Corporate,Four-Door Car,Midsize,89,26,2,1015,2,1628,686
VR18539,Washington,Associate,Employed,Male,44843,Urban,Single,Branch,Basic,Personal,SUV,Midsize,105,42,14,1856,2,2464,1946
VR45143,Arizona,High School,Employed,Female,48597,Urban,Single,Agent,Basic,Corporate,Four-Door Car,Midsize,71,37,12,1802,4,5243,-2616
VR66049,Washington,High School,Employed,Male,56980,Suburban,Married,Agent,Extended,Corporate,Two-Door Car,Midsize,84,49,33,2051,2,3078,1038
VS19949,Nevada,Bachelor,Employed,Male,54337,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,72,44,27,2020,3,3576,-408
VS28690,Nevada,Master,Disabled,Female,20942,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,84,46,12,1205,3,2535,1329
VS30147,Oregon,Master,Employed,Male,58645,Urban,Married,Agent,Basic,Personal,SUV,Midsize,110,47,15,1538,2,1901,3269
VS40267,California,High School,Disabled,Male,25503,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,115,25,12,1832,2,2531,344
VS42598,California,Bachelor,Employed,Female,62902,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,69,26,14,1387,4,4897,-3103
VS63956,California,Bachelor,Employed,Male,33967,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Small,76,20,0,1925,1,1925,-405
VS73599,Arizona,Associate,Retired,Male,26806,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,47,32,1799,2,2412,549
VS80344,Arizona,Bachelor,Employed,Female,28445,Urban,Married,Agent,Premium,Special,Two-Door Car,Midsize,103,30,18,2081,2,3103,-13
VS86041,Arizona,Bachelor,Employed,Female,26744,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Large,68,38,16,1279,2,1968,616
VT16570,California,Associate,Employed,Female,30324,Rural,Divorced,Call Center,Extended,Corporate,Four-Door Car,Midsize,86,39,15,1173,2,2152,1202
VT52978,Nevada,High School,Employed,Male,32857,Suburban,Divorced,Call Center,Premium,Corporate,Four-Door Car,Midsize,105,36,24,1739,2,2426,1354
VT78222,Oregon,Master,Employed,Male,55808,Urban,Married,Call Center,Basic,Personal,SUV,Small,116,49,31,1641,3,2241,3443
VT84289,California,Associate,Employed,Female,87796,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,74,39,23,1114,2,1938,948
VT87641,Washington,Bachelor,Employed,Female,95815,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Small,82,36,6,1185,2,1940,1012
VT96364,California,Bachelor,Employed,Male,68164,Rural,Single,Agent,Premium,Personal,Four-Door Car,Small,119,44,27,1629,2,2352,2884
VU19243,Arizona,High School,Medical Leave,Female,18052,Suburban,Divorced,Web,Premium,Personal,Four-Door Car,Midsize,111,24,5,1238,2,1871,793
VU33725,Oregon,High School,Employed,Male,31349,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,93,44,10,1980,2,3260,832
VU35401,Nevada,High School,Employed,Female,44619,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,68,66,35,1819,3,3611,877
VU48786,Washington,Master,Employed,Male,62219,Urban,Married,Branch,Basic,Personal,Two-Door Car,Small,69,21,7,1778,2,2651,-1202
VU53417,Arizona,High School,Medical Leave,Male,23051,Suburban,Divorced,Agent,Extended,Personal,Two-Door Car,Midsize,99,56,31,1511,3,3751,1793
VU71619,California,Bachelor,Employed,Male,96402,Urban,Married,Agent,Basic,Personal,SUV,Midsize,110,48,29,1557,3,3147,2133
VU72280,California,Bachelor,Employed,Female,25134,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Small,67,17,3,1510,3,3590,-2451
VU99589,Arizona,High School,Employed,Female,20090,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,109,43,10,1277,4,3962,725
VV35420,Arizona,High School,Employed,Male,44788,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,61,37,6,1738,2,2335,-78
VV47792,California,Associate,Employed,Female,71210,Suburban,Married,Branch,Extended,Personal,Luxury Car,Small,214,37,8,1241,2,2068,5850
VV68726,California,High School,Disabled,Female,28647,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Small,69,47,11,1417,4,3115,128
VV77534,Oregon,Associate,Employed,Male,77094,Urban,Married,Call Center,Premium,Personal,SUV,Midsize,176,44,25,1695,2,2431,5313
VV81837,Oregon,High School,Employed,Male,52507,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,123,36,23,1802,2,2615,1813
VV97308,California,High School,Employed,Male,55916,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,47,23,1606,2,2653,308
VW11431,California,Bachelor,Employed,Female,83873,Urban,Single,Branch,Extended,Personal,Two-Door Car,Midsize,76,29,5,1746,2,2329,-125
VW13019,Nevada,Associate,Retired,Female,12902,Suburban,Divorced,Agent,Extended,Corporate,Sports Car,Midsize,139,28,3,1145,2,2273,1619
VW20823,California,High School,Employed,Male,57844,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Small,85,37,16,2339,3,4363,-1218
VW27730,California,Master,Employed,Female,41163,Rural,Married,Branch,Basic,Corporate,SUV,Small,108,46,11,1344,2,1946,3022
VW34309,Oregon,Bachelor,Employed,Female,43440,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,74,27,13,1074,2,1954,44
VW39046,Nevada,Associate,Retired,Male,28142,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,105,47,18,1664,3,3286,1649
VW46878,Oregon,High School,Employed,Female,59648,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,66,43,20,1591,3,2823,15
VW58299,California,Bachelor,Retired,Male,14973,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,115,15,2,1949,2,2949,-1224
VW65351,Washington,Associate,Employed,Female,46644,Rural,Married,Agent,Extended,Personal,Four-Door Car,Midsize,84,58,34,1009,2,1704,3168
VW65429,Arizona,High School,Employed,Male,37308,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,86,45,19,1786,3,3300,570
VW70435,Oregon,Bachelor,Employed,Male,25632,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,63,41,27,1873,3,3169,-586
VW73816,Oregon,Bachelor,Employed,Male,73795,Urban,Married,Agent,Basic,Personal,SUV,Midsize,116,37,1,1761,2,2635,1657
VW74085,Oregon,High School,Employed,Female,48278,Rural,Married,Web,Basic,Personal,Two-Door Car,Midsize,74,51,22,1255,2,2109,1665
VW82067,Washington,Master,Employed,Female,97131,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,64,35,5,1346,2,2349,-109
VW84170,Washington,High School,Employed,Female,88067,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,70,43,19,929,2,1997,1013
VW84197,Oregon,Bachelor,Employed,Female,26378,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,70,52,22,1187,2,1769,1871
VW88885,California,Bachelor,Employed,Female,58620,Suburban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,71,36,11,1537,2,2332,224
VX39856,Arizona,Doctoral,Employed,Female,89398,Rural,Married,Branch,Extended,Personal,Four-Door Car,Midsize,86,21,5,1167,2,1936,-130
VX43756,Oregon,Associate,Employed,Male,32903,Rural,Married,Web,Basic,Personal,Four-Door Car,Midsize,64,36,4,2030,2,2881,-577
VX67206,Oregon,Bachelor,Employed,Female,33806,Urban,Divorced,Web,Extended,Corporate,Four-Door Car,Midsize,89,50,32,1971,2,2550,1900
VX79712,Washington,Doctoral,Employed,Male,27354,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,86,32,2,1803,3,3557,-805
VX94337,California,High School,Employed,Male,59762,Suburban,Divorced,Call Center,Basic,Corporate,SUV,Midsize,113,52,27,2176,3,3636,2240
VY23882,Arizona,Bachelor,Employed,Male,67798,Suburban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,69,23,1,2273,2,2609,-1022
VY30333,Nevada,Associate,Employed,Male,78824,Urban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,77,34,10,1966,3,3470,-852
VY32314,Oregon,High School,Employed,Male,43209,Suburban,Single,Web,Basic,Personal,Sports Car,Midsize,110,24,12,2125,3,4079,-1439
VY58444,Nevada,Associate,Employed,Female,29660,Urban,Married,Agent,Basic,Personal,SUV,Small,112,56,29,1925,2,2849,3423
VY64199,Oregon,Bachelor,Disabled,Female,18150,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,67,32,17,1925,4,4220,-2076
VY76337,Washington,High School,Disabled,Male,15131,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Large,67,32,14,1798,4,4342,-2198
VY90611,California,Master,Employed,Female,28264,Suburban,Divorced,Agent,Basic,Corporate,Two-Door Car,Small,63,41,22,1458,2,2390,193
VZ16820,Washington,Bachelor,Employed,Male,21839,Suburban,Single,Agent,Extended,Personal,Sports Car,Midsize,137,27,2,1807,2,2573,1126
VZ18907,Oregon,Associate,Employed,Female,80807,Rural,Married,Branch,Basic,Personal,SUV,Large,109,18,1,955,3,2785,-823
VZ23007,Oregon,Associate,Employed,Female,55350,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,24,0,859,1,859,749
VZ39362,Oregon,High School,Employed,Female,57078,Suburban,Married,Call Center,Basic,Personal,Sports Car,Large,113,43,26,795,3,1919,2940
VZ43707,Nevada,High School,Disabled,Male,20132,Suburban,Divorced,Branch,Extended,Corporate,Four-Door Car,Small,86,25,5,1579,3,3937,-1787
VZ56705,Oregon,Bachelor,Employed,Male,38638,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,74,36,5,1538,2,2442,222
VZ59523,Arizona,Doctoral,Employed,Male,50695,Rural,Married,Call Center,Basic,Personal,Two-Door Car,Large,71,62,31,1985,3,3117,1285
VZ61940,Nevada,Doctoral,Employed,Female,52344,Urban,Married,Agent,Basic,Personal,Four-Door Car,Small,66,25,4,1739,2,2719,-1069
VZ64716,Oregon,Master,Employed,Male,81081,Rural,Married,Call Center,Extended,Corporate,Four-Door Car,Midsize,96,57,32,1636,2,2976,2496
VZ70667,Oregon,Associate,Disabled,Female,26056,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,73,33,17,1254,2,2105,304
VZ79366,California,Associate,Employed,Male,58842,Suburban,Married,Branch,Premium,Personal,Four-Door Car,Midsize,110,32,6,1665,2,2391,1129
VZ79886,Oregon,Bachelor,Employed,Female,22234,Suburban,Divorced,Agent,Premium,Personal,SUV,Midsize,160,13,0,1337,1,1337,743
VZ81004,Oregon,Master,Employed,Female,35973,Suburban,Married,Call Center,Premium,Personal,Sports Car,Large,159,35,5,1194,2,1787,3778
WA15684,Oregon,Associate,Employed,Male,27398,Suburban,Married,Call Center,Extended,Personal,SUV,Midsize,125,26,4,1906,2,2570,680
WA16954,Arizona,Master,Employed,Male,20252,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,27,0,1731,1,1731,186
WA25797,Washington,High School,Employed,Male,95697,Rural,Married,Agent,Basic,Personal,Sports Car,Midsize,107,56,29,1828,2,2962,3030
WA45944,Arizona,Associate,Employed,Female,71210,Suburban,Married,Branch,Extended,Corporate,Luxury Car,Small,214,25,8,1102,2,1747,3603
WA54110,Nevada,High School,Employed,Male,48329,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,67,33,9,2144,2,2855,-644
WA59097,Oregon,Associate,Employed,Female,40417,Rural,Married,Agent,Basic,Personal,Four-Door Car,Large,71,65,34,918,2,1900,2715
WA60547,California,Associate,Employed,Female,64195,Urban,Divorced,Branch,Premium,Personal,SUV,Midsize,158,12,0,1632,1,1632,264
WA67245,Oregon,High School,Employed,Female,24193,Urban,Married,Branch,Premium,Personal,Sports Car,Midsize,185,60,26,2047,2,2742,8358
WA68850,Arizona,High School,Employed,Male,30598,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,106,47,13,1951,2,2634,2348
WA70405,Nevada,Associate,Employed,Male,89834,Suburban,Single,Agent,Basic,Personal,SUV,Midsize,105,29,17,2218,2,3065,-20
WA84789,Washington,Bachelor,Employed,Female,75313,Suburban,Married,Web,Extended,Personal,Four-Door Car,Midsize,89,34,16,1173,3,2723,303
WA94988,California,Bachelor,Employed,Female,57245,Suburban,Single,Call Center,Extended,Corporate,Sports Car,Small,124,56,25,1259,2,2116,4828
WB12017,California,Associate,Employed,Female,21189,Suburban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,66,38,4,1252,2,1948,560
WB21698,California,High School,Employed,Female,31974,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,92,49,25,2195,2,3099,1409
WB38524,California,High School,Employed,Male,46131,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,74,45,27,2096,2,3050,280
WB43408,Oregon,Associate,Employed,Female,51523,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,116,45,11,1273,2,1855,3365
WB58031,California,High School,Employed,Male,39658,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,66,60,32,2108,4,5336,-1376
WB66665,Nevada,Associate,Employed,Female,75648,Rural,Married,Branch,Basic,Corporate,SUV,Large,108,61,28,1460,3,2668,3920
WB68229,Arizona,Bachelor,Employed,Female,21033,Suburban,Married,Call Center,Premium,Personal,Two-Door Car,Small,118,26,5,1324,2,2190,878
WB96917,California,Associate,Employed,Male,29598,Rural,Single,Call Center,Extended,Personal,Two-Door Car,Midsize,87,15,2,1712,2,2207,-902
WC11272,Oregon,Bachelor,Employed,Female,42790,Urban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,87,42,10,1849,2,2921,733
WC21189,California,Associate,Employed,Female,37386,Suburban,Married,Branch,Extended,Corporate,Four-Door Car,Large,97,15,1,1118,2,2105,-650
WC21901,Arizona,Associate,Employed,Male,51397,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,61,42,20,1682,2,2606,-44
WC22220,Arizona,Associate,Employed,Male,72302,Suburban,Divorced,Agent,Basic,Corporate,Two-Door Car,Midsize,66,41,6,2039,3,3607,-901
WC28543,Arizona,Bachelor,Disabled,Male,20992,Suburban,Married,Call Center,Basic,Personal,Two-Door Car,Midsize,64,47,21,1905,2,2473,535
WC34456,California,Bachelor,Employed,Female,77739,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Large,98,56,31,2124,2,2969,2519
WC35554,Oregon,Associate,Employed,Male,34640,Urban,Married,Call Center,Basic,Personal,Sports Car,Midsize,117,37,23,1677,3,3575,754
WC35801,Arizona,High School,Employed,Male,53243,Rural,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,66,33,4,1903,2,2422,-244
WC52068,Oregon,Associate,Employed,Male,50825,Urban,Married,Agent,Basic,Corporate,SUV,Midsize,102,32,3,1446,2,2157,1107
WC65050,California,Master,Employed,Female,62537,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,71,54,19,1138,3,3230,604
WC66749,Oregon,Associate,Disabled,Female,12613,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Small,70,40,6,979,3,2411,389
WC72942,Oregon,High School,Employed,Male,66169,Rural,Married,Web,Extended,Personal,Two-Door Car,Small,96,54,35,2207,2,2666,2518
WC83389,Oregon,Associate,Employed,Male,51148,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,41,9,1429,4,3961,-1009
WC83676,Nevada,Associate,Employed,Male,33247,Urban,Married,Web,Basic,Special,Four-Door Car,Midsize,72,52,26,1843,2,2771,973
WC83942,Oregon,Bachelor,Medical Leave,Male,16113,Suburban,Married,Web,Extended,Corporate,Four-Door Car,Small,81,41,27,2094,2,3112,209
WD38067,California,Bachelor,Employed,Female,72540,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,88,37,7,1104,2,1723,1533
WD84153,California,Bachelor,Retired,Female,24910,Suburban,Single,Branch,Basic,Corporate,Four-Door Car,Midsize,63,21,7,1067,2,1693,-370
WD85096,California,Master,Disabled,Female,27593,Urban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,63,63,31,1438,4,3046,923
WD88264,Washington,High School,Medical Leave,Male,17101,Suburban,Single,Call Center,Basic,Corporate,SUV,Midsize,113,27,1,1540,3,2764,287
WE11250,Washington,Associate,Employed,Female,60282,Rural,Married,Agent,Basic,Corporate,SUV,Large,102,59,23,1281,3,2641,3377
WE13528,California,High School,Employed,Female,77058,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,63,36,16,904,4,3925,-1657
WE19034,Oregon,Associate,Employed,Male,24409,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Small,62,33,4,2326,2,3399,-1353
WE21182,Oregon,High School,Medical Leave,Male,12430,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,73,43,22,1652,3,3488,-349
WE25756,Arizona,High School,Employed,Male,69241,Rural,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,93,15,2,1797,3,2863,-1468
WE38399,California,Bachelor,Employed,Male,75644,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,65,22,5,1987,2,2896,-1466
WE52979,California,High School,Employed,Female,82477,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Large,90,30,1,1273,3,2697,3
WE57129,Washington,Master,Employed,Male,21979,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Small,73,24,7,1690,3,3408,-1656
WE60408,Arizona,Associate,Employed,Female,91761,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,109,52,33,1192,2,1890,3778
WE64781,Oregon,Bachelor,Employed,Female,93836,Urban,Married,Web,Extended,Corporate,Sports Car,Midsize,139,23,1,1698,3,3048,149
WE64939,California,Associate,Employed,Female,23893,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,73,33,19,1821,3,2777,-368
WE68644,Oregon,Bachelor,Medical Leave,Female,20325,Suburban,Married,Branch,Basic,Personal,Sports Car,Midsize,100,31,4,1224,3,3010,90
WE88728,Arizona,High School,Employed,Female,56531,Suburban,Married,Web,Premium,Corporate,SUV,Midsize,170,65,34,1192,3,2944,8106
WE90911,Arizona,Bachelor,Employed,Female,75438,Urban,Single,Call Center,Extended,Personal,SUV,Midsize,136,39,11,1695,2,2629,2675
WE93328,Nevada,High School,Employed,Female,66676,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Small,97,36,0,1164,1,1164,2328
WE95729,Oregon,Associate,Employed,Male,24804,Suburban,Married,Agent,Basic,Personal,SUV,Small,104,17,1,1730,2,2666,-898
WE97690,Oregon,Bachelor,Employed,Female,60707,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,70,35,2,1315,2,2272,178
WF44706,Oregon,High School,Employed,Male,26876,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,76,42,17,2229,2,3129,63
WF50693,Oregon,High School,Disabled,Male,16450,Suburban,Married,Branch,Extended,Corporate,SUV,Midsize,128,31,6,1518,2,2281,1687
WF51811,Arizona,Associate,Retired,Female,14030,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Large,72,47,11,1546,3,3140,244
WF53890,Arizona,Bachelor,Employed,Female,39854,Urban,Divorced,Web,Basic,Personal,Two-Door Car,Midsize,66,39,6,1255,3,2451,123
WF73839,Arizona,Associate,Employed,Female,49937,Urban,Married,Web,Basic,Personal,Two-Door Car,Midsize,64,19,1,1745,3,3053,-1837
WF75492,Oregon,High School,Employed,Male,48521,Rural,Married,Branch,Basic,Personal,Sports Car,Midsize,105,39,9,1618,3,3856,239
WF91295,Oregon,High School,Disabled,Female,11904,Suburban,Single,Web,Basic,Personal,Two-Door Car,Small,61,59,34,1506,2,2186,1413
WG15595,California,Associate,Employed,Male,64388,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,69,33,12,1784,3,3620,-1343
WG15841,California,Bachelor,Employed,Male,26790,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71,27,4,1938,2,2901,-984
WG28563,California,Doctoral,Employed,Female,70914,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,68,43,15,1373,4,3410,-486
WG29557,California,Master,Employed,Male,74919,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,63,44,10,1647,3,3767,-995
WG33213,California,Bachelor,Employed,Female,55005,Suburban,Divorced,Call Center,Basic,Personal,Four-Door Car,Midsize,70,60,31,1481,2,2301,1899
WG37485,Oregon,Associate,Employed,Female,58357,Suburban,Single,Call Center,Extended,Personal,Sports Car,Midsize,137,61,27,921,2,1820,6537
WG39961,Oregon,High School,Employed,Female,66676,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,97,36,0,1320,1,1320,2172
WG50184,Arizona,Doctoral,Employed,Female,68931,Urban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,66,44,32,1688,3,2902,2
WG51244,Oregon,Bachelor,Employed,Male,48107,Suburban,Divorced,Call Center,Basic,Corporate,Luxury SUV,Small,190,25,6,2526,2,3023,1727
WG51330,Arizona,Associate,Employed,Male,59325,Urban,Married,Call Center,Basic,Corporate,Four-Door Car,Midsize,71,45,13,2053,3,2963,232
WG61503,Arizona,Master,Employed,Male,27781,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,71,56,33,1847,2,2827,1149
WG93963,California,Associate,Employed,Female,39946,Suburban,Divorced,Branch,Extended,Personal,Luxury SUV,Small,218,38,23,1148,2,1604,6680
